x,exact,equidistant,chebyshev
-1,-0.0384615,-0.0384615,-0.0384927
-0.999,-0.0385712,-0.0384975,-0.0386013
-0.998,-0.0386813,-0.0385358,-0.0387099
-0.997,-0.0387917,-0.0385762,-0.0388183
-0.996,-0.0389026,-0.0386189,-0.0389267
-0.995,-0.0390139,-0.0386637,-0.0390351
-0.994,-0.0391256,-0.0387106,-0.0391434
-0.993,-0.0392377,-0.0387597,-0.0392518
-0.992,-0.0393502,-0.0388108,-0.0393602
-0.991,-0.0394631,-0.038864,-0.0394687
-0.99,-0.0395764,-0.0389192,-0.0395773
-0.989,-0.0396902,-0.0389764,-0.039686
-0.988,-0.0398043,-0.0390356,-0.0397948
-0.987,-0.0399189,-0.0390967,-0.0399038
-0.986,-0.0400339,-0.0391597,-0.0400129
-0.985,-0.0401493,-0.0392246,-0.0401222
-0.984,-0.0402652,-0.0392914,-0.0402318
-0.983,-0.0403814,-0.03936,-0.0403416
-0.982,-0.0404982,-0.0394305,-0.0404516
-0.981,-0.0406153,-0.0395027,-0.040562
-0.98,-0.0407329,-0.0395767,-0.0406726
-0.979,-0.0408509,-0.0396525,-0.0407836
-0.978,-0.0409693,-0.0397299,-0.0408949
-0.977,-0.0410882,-0.0398091,-0.0410066
-0.976,-0.0412075,-0.03989,-0.0411186
-0.975,-0.0413272,-0.0399725,-0.041231
-0.974,-0.0414474,-0.0400566,-0.0413439
-0.973,-0.0415681,-0.0401424,-0.0414572
-0.972,-0.0416891,-0.0402298,-0.041571
-0.971,-0.0418107,-0.0403187,-0.0416852
-0.97,-0.0419327,-0.0404092,-0.0417999
-0.969,-0.0420551,-0.0405012,-0.0419151
-0.968,-0.042178,-0.0405948,-0.0420309
-0.967,-0.0423014,-0.0406898,-0.0421472
-0.966,-0.0424252,-0.0407863,-0.042264
-0.965,-0.0425494,-0.0408843,-0.0423814
-0.964,-0.0426742,-0.0409837,-0.0424995
-0.963,-0.0427994,-0.0410845,-0.0426181
-0.962,-0.042925,-0.0411868,-0.0427374
-0.961,-0.0430512,-0.0412904,-0.0428573
-0.96,-0.0431778,-0.0413955,-0.0429778
-0.959,-0.0433048,-0.0415018,-0.0430991
-0.958,-0.0434324,-0.0416095,-0.043221
-0.957,-0.0435604,-0.0417186,-0.0433436
-0.956,-0.0436889,-0.0418289,-0.043467
-0.955,-0.0438179,-0.0419406,-0.0435911
-0.954,-0.0439474,-0.0420535,-0.0437159
-0.953,-0.0440773,-0.0421677,-0.0438415
-0.952,-0.0442078,-0.0422831,-0.0439679
-0.951,-0.0443387,-0.0423998,-0.0440951
-0.95,-0.0444701,-0.0425177,-0.044223
-0.949,-0.044602,-0.0426368,-0.0443518
-0.948,-0.0447344,-0.0427572,-0.0444815
-0.947,-0.0448674,-0.0428787,-0.0446119
-0.946,-0.0450008,-0.0430013,-0.0447433
-0.945,-0.0451347,-0.0431252,-0.0448755
-0.944,-0.0452691,-0.0432501,-0.0450086
-0.943,-0.045404,-0.0433763,-0.0451426
-0.942,-0.0455394,-0.0435035,-0.0452775
-0.941,-0.0456754,-0.0436318,-0.0454134
-0.94,-0.0458118,-0.0437613,-0.0455502
-0.939,-0.0459488,-0.0438919,-0.0456879
-0.938,-0.0460863,-0.0440235,-0.0458266
-0.937,-0.0462243,-0.0441562,-0.0459663
-0.936,-0.0463628,-0.04429,-0.046107
-0.935,-0.0465018,-0.0444248,-0.0462487
-0.934,-0.0466414,-0.0445607,-0.0463913
-0.933,-0.0467815,-0.0446976,-0.0465351
-0.932,-0.0469221,-0.0448355,-0.0466798
-0.931,-0.0470633,-0.0449744,-0.0468256
-0.93,-0.047205,-0.0451144,-0.0469724
-0.929,-0.0473472,-0.0452553,-0.0471204
-0.928,-0.04749,-0.0453973,-0.0472694
-0.927,-0.0476333,-0.0455402,-0.0474195
-0.926,-0.0477772,-0.0456841,-0.0475707
-0.925,-0.0479216,-0.045829,-0.047723
-0.924,-0.0480666,-0.0459748,-0.0478764
-0.923,-0.0482121,-0.0461216,-0.048031
-0.922,-0.0483582,-0.0462694,-0.0481867
-0.921,-0.0485048,-0.0464181,-0.0483436
-0.92,-0.048652,-0.0465677,-0.0485016
-0.919,-0.0487997,-0.0467183,-0.0486609
-0.918,-0.048948,-0.0468698,-0.0488213
-0.917,-0.0490969,-0.0470222,-0.0489829
-0.916,-0.0492463,-0.0471755,-0.0491457
-0.915,-0.0493963,-0.0473297,-0.0493097
-0.914,-0.0495469,-0.0474849,-0.049475
-0.913,-0.0496981,-0.0476409,-0.0496415
-0.912,-0.0498498,-0.0477979,-0.0498092
-0.911,-0.0500021,-0.0479557,-0.0499782
-0.91,-0.050155,-0.0481145,-0.0501485
-0.909,-0.0503085,-0.0482741,-0.05032
-0.908,-0.0504626,-0.0484346,-0.0504928
-0.907,-0.0506173,-0.0485959,-0.050667
-0.906,-0.0507725,-0.0487582,-0.0508424
-0.905,-0.0509284,-0.0489213,-0.0510191
-0.904,-0.0510848,-0.0490853,-0.0511972
-0.903,-0.0512419,-0.0492502,-0.0513766
-0.902,-0.0513996,-0.0494159,-0.0515573
-0.901,-0.0515578,-0.0495825,-0.0517394
-0.9,-0.0517167,-0.04975,-0.0519228
-0.899,-0.0518762,-0.0499183,-0.0521076
-0.898,-0.0520363,-0.0500875,-0.0522938
-0.897,-0.052197,-0.0502575,-0.0524814
-0.896,-0.0523584,-0.0504284,-0.0526703
-0.895,-0.0525203,-0.0506001,-0.0528607
-0.894,-0.0526829,-0.0507727,-0.0530525
-0.893,-0.0528461,-0.0509462,-0.0532456
-0.892,-0.0530099,-0.0511205,-0.0534403
-0.891,-0.0531744,-0.0512956,-0.0536363
-0.89,-0.0533395,-0.0514716,-0.0538338
-0.889,-0.0535053,-0.0516485,-0.0540328
-0.888,-0.0536717,-0.0518262,-0.0542332
-0.887,-0.0538387,-0.0520047,-0.0544351
-0.886,-0.0540064,-0.0521841,-0.0546384
-0.885,-0.0541747,-0.0523644,-0.0548433
-0.884,-0.0543437,-0.0525455,-0.0550496
-0.883,-0.0545133,-0.0527275,-0.0552575
-0.882,-0.0546836,-0.0529103,-0.0554668
-0.881,-0.0548546,-0.053094,-0.0556777
-0.88,-0.0550262,-0.0532785,-0.0558901
-0.879,-0.0551985,-0.0534639,-0.056104
-0.878,-0.0553714,-0.0536502,-0.0563195
-0.877,-0.0555451,-0.0538373,-0.0565366
-0.876,-0.0557193,-0.0540253,-0.0567552
-0.875,-0.0558943,-0.0542141,-0.0569753
-0.874,-0.05607,-0.0544038,-0.0571971
-0.873,-0.0562463,-0.0545944,-0.0574204
-0.872,-0.0564233,-0.0547859,-0.0576453
-0.871,-0.0566011,-0.0549782,-0.0578718
-0.87,-0.0567795,-0.0551714,-0.0580999
-0.869,-0.0569586,-0.0553655,-0.0583297
-0.868,-0.0571384,-0.0555605,-0.058561
-0.867,-0.0573189,-0.0557564,-0.058794
-0.866,-0.0575001,-0.0559532,-0.0590287
-0.865,-0.057682,-0.0561508,-0.0592649
-0.864,-0.0578646,-0.0563494,-0.0595029
-0.863,-0.0580479,-0.0565488,-0.0597425
-0.862,-0.058232,-0.0567492,-0.0599837
-0.861,-0.0584168,-0.0569505,-0.0602267
-0.86,-0.0586023,-0.0571527,-0.0604713
-0.859,-0.0587885,-0.0573558,-0.0607176
-0.858,-0.0589754,-0.0575598,-0.0609657
-0.857,-0.0591631,-0.0577648,-0.0612154
-0.856,-0.0593515,-0.0579707,-0.0614669
-0.855,-0.0595406,-0.0581775,-0.0617201
-0.854,-0.0597305,-0.0583852,-0.061975
-0.853,-0.0599212,-0.058594,-0.0622316
-0.852,-0.0601125,-0.0588036,-0.0624901
-0.851,-0.0603047,-0.0590142,-0.0627502
-0.85,-0.0604975,-0.0592258,-0.0630122
-0.849,-0.0606912,-0.0594383,-0.0632759
-0.848,-0.0608856,-0.0596519,-0.0635414
-0.847,-0.0610807,-0.0598664,-0.0638086
-0.846,-0.0612767,-0.0600818,-0.0640777
-0.845,-0.0614734,-0.0602983,-0.0643486
-0.844,-0.0616708,-0.0605158,-0.0646213
-0.843,-0.0618691,-0.0607342,-0.0648958
-0.842,-0.0620681,-0.0609537,-0.0651721
-0.841,-0.0622679,-0.0611742,-0.0654503
-0.84,-0.0624685,-0.0613957,-0.0657303
-0.839,-0.0626698,-0.0616182,-0.0660122
-0.838,-0.062872,-0.0618417,-0.0662959
-0.837,-0.063075,-0.0620663,-0.0665815
-0.836,-0.0632787,-0.062292,-0.066869
-0.835,-0.0634833,-0.0625187,-0.0671584
-0.834,-0.0636887,-0.0627464,-0.0674496
-0.833,-0.0638948,-0.0629752,-0.0677428
-0.832,-0.0641018,-0.0632051,-0.0680379
-0.831,-0.0643096,-0.0634361,-0.0683349
-0.83,-0.0645182,-0.0636682,-0.0686338
-0.829,-0.0647277,-0.0639013,-0.0689346
-0.828,-0.0649379,-0.0641356,-0.0692374
-0.827,-0.065149,-0.0643709,-0.0695421
-0.826,-0.065361,-0.0646074,-0.0698488
-0.825,-0.0655737,-0.064845,-0.0701575
-0.824,-0.0657873,-0.0650837,-0.0704681
-0.823,-0.0660018,-0.0653236,-0.0707807
-0.822,-0.066217,-0.0655646,-0.0710954
-0.821,-0.0664332,-0.0658068,-0.071412
-0.82,-0.0666502,-0.0660502,-0.0717306
-0.819,-0.066868,-0.0662947,-0.0720512
-0.818,-0.0670867,-0.0665404,-0.0723739
-0.817,-0.0673063,-0.0667872,-0.0726986
-0.816,-0.0675267,-0.0670353,-0.0730253
-0.815,-0.067748,-0.0672846,-0.0733541
-0.814,-0.0679702,-0.0675351,-0.0736849
-0.813,-0.0681933,-0.0677868,-0.0740178
-0.812,-0.0684172,-0.0680398,-0.0743528
-0.811,-0.068642,-0.068294,-0.0746899
-0.81,-0.0688677,-0.0685494,-0.0750291
-0.809,-0.0690943,-0.0688061,-0.0753703
-0.808,-0.0693218,-0.069064,-0.0757137
-0.807,-0.0695502,-0.0693233,-0.0760592
-0.806,-0.0697795,-0.0695838,-0.0764068
-0.805,-0.0700097,-0.0698456,-0.0767566
-0.804,-0.0702408,-0.0701087,-0.0771085
-0.803,-0.0704728,-0.0703731,-0.0774625
-0.802,-0.0707057,-0.0706389,-0.0778188
-0.801,-0.0709396,-0.070906,-0.0781772
-0.8,-0.0711744,-0.0711744,-0.0785377
-0.799,-0.0714101,-0.0714441,-0.0789005
-0.798,-0.0716467,-0.0717153,-0.0792655
-0.797,-0.0718843,-0.0719877,-0.0796327
-0.796,-0.0721228,-0.0722616,-0.080002
-0.795,-0.0723623,-0.0725369,-0.0803737
-0.794,-0.0726027,-0.0728135,-0.0807475
-0.793,-0.072844,-0.0730916,-0.0811236
-0.792,-0.0730863,-0.073371,-0.081502
-0.791,-0.0733296,-0.0736519,-0.0818826
-0.79,-0.0735738,-0.0739343,-0.0822655
-0.789,-0.073819,-0.074218,-0.0826507
-0.788,-0.0740651,-0.0745033,-0.0830381
-0.787,-0.0743122,-0.07479,-0.0834279
-0.786,-0.0745603,-0.0750782,-0.08382
-0.785,-0.0748094,-0.0753678,-0.0842144
-0.784,-0.0750595,-0.075659,-0.0846111
-0.783,-0.0753105,-0.0759517,-0.0850102
-0.782,-0.0755626,-0.0762459,-0.0854116
-0.781,-0.0758156,-0.0765416,-0.0858154
-0.78,-0.0760696,-0.0768388,-0.0862215
-0.779,-0.0763247,-0.0771376,-0.08663
-0.778,-0.0765807,-0.077438,-0.0870409
-0.777,-0.0768377,-0.0777399,-0.0874542
-0.776,-0.0770958,-0.0780434,-0.0878699
-0.775,-0.0773549,-0.0783485,-0.0882881
-0.774,-0.077615,-0.0786552,-0.0887086
-0.773,-0.0778761,-0.0789635,-0.0891316
-0.772,-0.0781383,-0.0792735,-0.089557
-0.771,-0.0784014,-0.0795851,-0.0899849
-0.77,-0.0786657,-0.0798983,-0.0904153
-0.769,-0.0789309,-0.0802132,-0.0908481
-0.768,-0.0791972,-0.0805297,-0.0912835
-0.767,-0.0794646,-0.0808479,-0.0917213
-0.766,-0.079733,-0.0811678,-0.0921616
-0.765,-0.0800024,-0.0814894,-0.0926045
-0.764,-0.080273,-0.0818127,-0.0930498
-0.763,-0.0805445,-0.0821378,-0.0934977
-0.762,-0.0808172,-0.0824645,-0.0939482
-0.761,-0.0810909,-0.082793,-0.0944012
-0.76,-0.0813657,-0.0831233,-0.0948568
-0.759,-0.0816416,-0.0834553,-0.095315
-0.758,-0.0819185,-0.0837892,-0.0957757
-0.757,-0.0821966,-0.0841247,-0.0962391
-0.756,-0.0824757,-0.0844621,-0.096705
-0.755,-0.0827559,-0.0848013,-0.0971736
-0.754,-0.0830373,-0.0851424,-0.0976448
-0.753,-0.0833197,-0.0854852,-0.0981187
-0.752,-0.0836032,-0.0858299,-0.0985952
-0.751,-0.0838879,-0.0861765,-0.0990744
-0.75,-0.0841736,-0.0865249,-0.0995563
-0.749,-0.0844605,-0.0868752,-0.100041
-0.748,-0.0847485,-0.0872274,-0.100528
-0.747,-0.0850376,-0.0875815,-0.101018
-0.746,-0.0853278,-0.0879375,-0.101511
-0.745,-0.0856192,-0.0882955,-0.102006
-0.744,-0.0859117,-0.0886554,-0.102504
-0.743,-0.0862054,-0.0890172,-0.103005
-0.742,-0.0865002,-0.089381,-0.103509
-0.741,-0.0867961,-0.0897467,-0.104015
-0.74,-0.0870932,-0.0901144,-0.104524
-0.739,-0.0873915,-0.0904842,-0.105036
-0.738,-0.0876909,-0.0908559,-0.105551
-0.737,-0.0879914,-0.0912296,-0.106069
-0.736,-0.0882932,-0.0916054,-0.106589
-0.735,-0.0885961,-0.0919832,-0.107113
-0.734,-0.0889002,-0.0923631,-0.107639
-0.733,-0.0892055,-0.092745,-0.108168
-0.732,-0.0895119,-0.093129,-0.1087
-0.731,-0.0898195,-0.0935151,-0.109234
-0.73,-0.0901283,-0.0939033,-0.109772
-0.729,-0.0904384,-0.0942936,-0.110313
-0.728,-0.0907496,-0.094686,-0.110856
-0.727,-0.091062,-0.0950806,-0.111403
-0.726,-0.0913756,-0.0954773,-0.111952
-0.725,-0.0916904,-0.0958762,-0.112504
-0.724,-0.0920065,-0.0962772,-0.11306
-0.723,-0.0923237,-0.0966804,-0.113618
-0.722,-0.0926422,-0.0970858,-0.114179
-0.721,-0.0929619,-0.0974934,-0.114743
-0.72,-0.0932828,-0.0979032,-0.115311
-0.719,-0.093605,-0.0983153,-0.115881
-0.718,-0.0939283,-0.0987295,-0.116454
-0.717,-0.094253,-0.0991461,-0.117031
-0.716,-0.0945788,-0.0995649,-0.11761
-0.715,-0.0949059,-0.0999859,-0.118193
-0.714,-0.0952343,-0.100409,-0.118778
-0.713,-0.0955639,-0.100835,-0.119367
-0.712,-0.0958948,-0.101263,-0.119959
-0.711,-0.0962269,-0.101693,-0.120554
-0.71,-0.0965603,-0.102126,-0.121152
-0.709,-0.0968949,-0.102561,-0.121753
-0.708,-0.0972308,-0.102998,-0.122358
-0.707,-0.097568,-0.103438,-0.122965
-0.706,-0.0979065,-0.10388,-0.123576
-0.705,-0.0982463,-0.104324,-0.12419
-0.704,-0.0985873,-0.104771,-0.124807
-0.703,-0.0989296,-0.105221,-0.125427
-0.702,-0.0992732,-0.105672,-0.126051
-0.701,-0.0996181,-0.106126,-0.126678
-0.7,-0.0999643,-0.106583,-0.127308
-0.699,-0.100312,-0.107042,-0.127941
-0.698,-0.100661,-0.107504,-0.128578
-0.697,-0.101011,-0.107968,-0.129218
-0.696,-0.101362,-0.108434,-0.129861
-0.695,-0.101715,-0.108903,-0.130508
-0.694,-0.102069,-0.109375,-0.131157
-0.693,-0.102424,-0.109849,-0.131811
-0.692,-0.102781,-0.110325,-0.132467
-0.691,-0.103139,-0.110805,-0.133127
-0.69,-0.103498,-0.111286,-0.13379
-0.689,-0.103859,-0.111771,-0.134457
-0.688,-0.104221,-0.112258,-0.135127
-0.687,-0.104584,-0.112747,-0.135801
-0.686,-0.104949,-0.113239,-0.136478
-0.685,-0.105315,-0.113734,-0.137158
-0.684,-0.105682,-0.114231,-0.137842
-0.683,-0.106051,-0.114731,-0.13853
-0.682,-0.106421,-0.115234,-0.13922
-0.681,-0.106792,-0.115739,-0.139915
-0.68,-0.107165,-0.116247,-0.140613
-0.679,-0.107539,-0.116758,-0.141314
-0.678,-0.107915,-0.117272,-0.142019
-0.677,-0.108292,-0.117788,-0.142727
-0.676,-0.10867,-0.118307,-0.143439
-0.675,-0.109049,-0.118828,-0.144155
-0.674,-0.10943,-0.119353,-0.144874
-0.673,-0.109813,-0.11988,-0.145597
-0.672,-0.110196,-0.12041,-0.146323
-0.671,-0.110581,-0.120942,-0.147053
-0.67,-0.110968,-0.121478,-0.147786
-0.669,-0.111356,-0.122016,-0.148524
-0.668,-0.111745,-0.122557,-0.149265
-0.667,-0.112136,-0.123101,-0.150009
-0.666,-0.112528,-0.123648,-0.150757
-0.665,-0.112921,-0.124197,-0.151509
-0.664,-0.113316,-0.12475,-0.152265
-0.663,-0.113712,-0.125305,-0.153025
-0.662,-0.11411,-0.125863,-0.153788
-0.661,-0.114508,-0.126425,-0.154555
-0.66,-0.114909,-0.126989,-0.155325
-0.659,-0.115311,-0.127555,-0.1561
-0.658,-0.115714,-0.128125,-0.156878
-0.657,-0.116118,-0.128698,-0.15766
-0.656,-0.116524,-0.129274,-0.158446
-0.655,-0.116932,-0.129853,-0.159235
-0.654,-0.11734,-0.130434,-0.160029
-0.653,-0.117751,-0.131019,-0.160826
-0.652,-0.118162,-0.131606,-0.161628
-0.651,-0.118575,-0.132197,-0.162433
-0.65,-0.11899,-0.132791,-0.163242
-0.649,-0.119406,-0.133387,-0.164055
-0.648,-0.119823,-0.133987,-0.164871
-0.647,-0.120242,-0.13459,-0.165692
-0.646,-0.120662,-0.135196,-0.166517
-0.645,-0.121083,-0.135804,-0.167346
-0.644,-0.121506,-0.136416,-0.168178
-0.643,-0.12193,-0.137031,-0.169015
-0.642,-0.122356,-0.13765,-0.169856
-0.641,-0.122783,-0.138271,-0.1707
-0.64,-0.123212,-0.138895,-0.171549
-0.639,-0.123642,-0.139522,-0.172402
-0.638,-0.124073,-0.140153,-0.173258
-0.637,-0.124506,-0.140787,-0.174119
-0.636,-0.12494,-0.141424,-0.174984
-0.635,-0.125376,-0.142064,-0.175853
-0.634,-0.125813,-0.142707,-0.176726
-0.633,-0.126252,-0.143353,-0.177603
-0.632,-0.126692,-0.144003,-0.178485
-0.631,-0.127133,-0.144656,-0.17937
-0.63,-0.127576,-0.145312,-0.18026
-0.629,-0.12802,-0.145971,-0.181153
-0.628,-0.128466,-0.146633,-0.182051
-0.627,-0.128913,-0.147299,-0.182953
-0.626,-0.129361,-0.147968,-0.18386
-0.625,-0.129811,-0.14864,-0.18477
-0.624,-0.130262,-0.149315,-0.185685
-0.623,-0.130715,-0.149994,-0.186604
-0.622,-0.131169,-0.150676,-0.187527
-0.621,-0.131624,-0.151362,-0.188455
-0.62,-0.132081,-0.15205,-0.189387
-0.619,-0.132539,-0.152742,-0.190323
-0.618,-0.132999,-0.153437,-0.191263
-0.617,-0.13346,-0.154136,-0.192208
-0.616,-0.133923,-0.154838,-0.193157
-0.615,-0.134386,-0.155543,-0.194111
-0.614,-0.134852,-0.156252,-0.195069
-0.613,-0.135318,-0.156964,-0.196031
-0.612,-0.135786,-0.157679,-0.196997
-0.611,-0.136256,-0.158398,-0.197968
-0.61,-0.136727,-0.15912,-0.198944
-0.609,-0.137199,-0.159846,-0.199923
-0.608,-0.137672,-0.160575,-0.200908
-0.607,-0.138147,-0.161307,-0.201896
-0.606,-0.138623,-0.162043,-0.202889
-0.605,-0.139101,-0.162782,-0.203887
-0.604,-0.13958,-0.163525,-0.204889
-0.603,-0.14006,-0.164271,-0.205896
-0.602,-0.140542,-0.16502,-0.206907
-0.601,-0.141025,-0.165773,-0.207922
-0.6,-0.141509,-0.16653,-0.208942
-0.599,-0.141995,-0.16729,-0.209967
-0.598,-0.142482,-0.168053,-0.210996
-0.597,-0.142971,-0.16882,-0.21203
-0.596,-0.14346,-0.169591,-0.213068
-0.595,-0.143951,-0.170365,-0.214111
-0.594,-0.144444,-0.171142,-0.215159
-0.593,-0.144937,-0.171923,-0.216211
-0.592,-0.145432,-0.172708,-0.217268
-0.591,-0.145928,-0.173496,-0.218329
-0.59,-0.146426,-0.174288,-0.219395
-0.589,-0.146925,-0.175083,-0.220466
-0.588,-0.147425,-0.175882,-0.221542
-0.587,-0.147926,-0.176684,-0.222622
-0.586,-0.148429,-0.17749,-0.223707
-0.585,-0.148933,-0.1783,-0.224796
-0.584,-0.149438,-0.179113,-0.22589
-0.583,-0.149944,-0.179929,-0.22699
-0.582,-0.150452,-0.18075,-0.228093
-0.581,-0.150961,-0.181574,-0.229202
-0.58,-0.151471,-0.182401,-0.230315
-0.579,-0.151982,-0.183232,-0.231433
-0.578,-0.152494,-0.184067,-0.232556
-0.577,-0.153008,-0.184905,-0.233684
-0.576,-0.153523,-0.185747,-0.234816
-0.575,-0.154039,-0.186593,-0.235954
-0.574,-0.154556,-0.187442,-0.237096
-0.573,-0.155074,-0.188295,-0.238243
-0.572,-0.155594,-0.189152,-0.239395
-0.571,-0.156115,-0.190012,-0.240551
-0.57,-0.156636,-0.190876,-0.241713
-0.569,-0.157159,-0.191744,-0.24288
-0.568,-0.157683,-0.192615,-0.244051
-0.567,-0.158208,-0.19349,-0.245227
-0.566,-0.158735,-0.194369,-0.246409
-0.565,-0.159262,-0.195251,-0.247595
-0.564,-0.15979,-0.196137,-0.248786
-0.563,-0.16032,-0.197027,-0.249982
-0.562,-0.16085,-0.19792,-0.251184
-0.561,-0.161382,-0.198818,-0.25239
-0.56,-0.161914,-0.199719,-0.253601
-0.559,-0.162448,-0.200623,-0.254817
-0.558,-0.162982,-0.201532,-0.256038
-0.557,-0.163518,-0.202444,-0.257264
-0.556,-0.164054,-0.20336,-0.258495
-0.555,-0.164591,-0.204279,-0.259732
-0.554,-0.16513,-0.205202,-0.260973
